"Date","Open","High","Low","Close","Adj Close","Volume"
"Feb 21 2018",21942.42,22130.58,21836.73,21970.81,21970.81,77900
"Feb 20 2018",22054.32,22063.87,21831.45,21925.10,21925.10,67500
"Feb 19 2018",21903.66,22152.85,21858.33,22149.21,22149.21,68500
"Feb 16 2018",21555.99,21866.37,21499.88,21720.25,21720.25,77800
"Feb 15 2018",21384.10,21578.99,21308.92,21464.98,21464.98,86400
"Feb 14 2018",21251.24,21371.01,20950.15,21154.17,21154.17,103900
"Feb 13 2018",21633.34,21679.20,21211.53,21244.68,21244.68,114700
"Feb 12 2018",,,,,,
"Feb 09 2018",21507.74,21510.30,21119.01,21382.62,21382.62,127600
"Feb 08 2018",21721.57,21977.03,21649.70,21890.86,21890.86,104700
"Feb 07 2018",22001.29,22353.87,21627.13,21645.37,21645.37,143500
"Feb 06 2018",22267.00,22277.45,21078.71,21610.24,21610.24,190100
"Feb 05 2018",22921.16,22967.69,22659.43,22682.08,22682.08,107600
"Feb 02 2018",23361.67,23367.96,23122.45,23274.53,23274.53,98600
"Feb 01 2018",23276.10,23492.77,23211.12,23486.11,23486.11,101800
"Jan 31 2018",23205.23,23375.38,23092.85,23098.29,23098.29,99800
"Jan 30 2018",23559.33,23581.98,23233.37,23291.97,23291.97,88800
"Jan 29 2018",23707.14,23787.23,23580.17,23629.34,23629.34,68800
"Jan 26 2018",23757.34,23797.96,23592.28,23631.88,23631.88,87200
"Jan 25 2018",23750.65,23828.40,23649.03,23669.49,23669.49,81500
"Jan 24 2018",24026.43,24072.77,23917.14,23940.78,23940.78,79900
"Jan 23 2018",23924.40,24129.34,23916.02,24124.15,24124.15,73400
"Jan 22 2018",23797.84,23816.33,23697.81,23816.33,23816.33,65200
"Jan 19 2018",23854.11,23872.69,23735.61,23808.06,23808.06,71800
"Jan 18 2018",24078.93,24084.42,23699.47,23763.37,23763.37,99400
"Jan 17 2018",23783.42,23891.63,23739.17,23868.34,23868.34,82200
"Jan 16 2018",23721.17,23962.07,23701.83,23951.81,23951.81,68500
"Jan 15 2018",23827.98,23833.27,23685.02,23714.88,23714.88,75400
"Jan 12 2018",23719.66,23743.05,23588.07,23653.82,23653.82,93700
"Jan 11 2018",23656.39,23734.97,23601.84,23710.43,23710.43,83700
"Jan 10 2018",23832.81,23864.76,23755.45,23788.20,23788.20,88800
"Jan 09 2018",23948.97,23952.61,23789.03,23849.99,23849.99,94100
"Jan 08 2018",,,,,,
"Jan 05 2018",23643.00,23730.47,23520.52,23714.53,23714.53,101900
"Jan 04 2018",23073.73,23506.33,23065.20,23506.33,23506.33,102200
"Jan 03 2018",,,,,,
"Jan 02 2018",,,,,,
"Jan 01 2018",,,,,,
"Dec 29 2017",22831.49,22881.21,22753.20,22764.94,22764.94,46500
"Dec 28 2017",22912.05,22954.45,22736.43,22783.98,22783.98,50300
"Dec 27 2017",22854.39,22936.16,22854.39,22911.21,22911.21,47200
"Dec 26 2017",22922.95,22950.15,22877.63,22892.69,22892.69,46400
"Dec 25 2017",22909.41,22948.83,22870.19,22939.18,22939.18,43100
"Dec 22 2017",22850.73,22908.84,22801.16,22902.76,22902.76,77800
"Dec 21 2017",22852.01,22894.95,22728.06,22866.10,22866.10,73000
"Dec 20 2017",22834.93,22923.50,22806.73,22891.72,22891.72,92400
"Dec 19 2017",22961.47,22990.42,22862.82,22868.00,22868.00,70500
"Dec 18 2017",22770.44,22927.50,22735.20,22901.77,22901.77,85200
"Dec 15 2017",22621.36,22745.09,22478.32,22553.22,22553.22,99400
"Dec 14 2017",22699.30,22786.61,22638.76,22694.45,22694.45,85100
"Dec 13 2017",22879.27,22879.37,22697.32,22758.07,22758.07,91400
"Dec 12 2017",22936.41,22994.33,22834.89,22866.17,22866.17,86100
"Dec 11 2017",22894.30,22938.73,22787.40,22938.73,22938.73,69500
"Dec 08 2017",22627.95,22819.71,22625.41,22811.08,22811.08,106900
"Dec 07 2017",22317.15,22515.24,22317.15,22498.03,22498.03,79500
"Dec 06 2017",22525.38,22528.21,22119.21,22177.04,22177.04,97300
"Dec 05 2017",22595.33,22682.71,22522.28,22622.38,22622.38,75900
"Dec 04 2017",22843.53,22864.33,22693.99,22707.16,22707.16,68900
"Dec 01 2017",22916.93,22994.31,22675.07,22819.03,22819.03,89700
"Nov 30 2017",22601.83,22748.32,22502.68,22724.96,22724.96,140700
"Nov 29 2017",22613.96,22643.93,22537.12,22597.20,22597.20,90700
"Nov 28 2017",22474.74,22580.99,22363.94,22486.24,22486.24,76800
"Nov 27 2017",22657.08,22659.33,22423.40,22495.99,22495.99,66600
"Nov 24 2017",22390.14,22567.20,22381.01,22550.85,22550.85,64800
"Nov 23 2017",,,,,,
"Nov 22 2017",22601.55,22677.34,22513.44,22523.15,22523.15,81100
"Nov 21 2017",22456.79,22563.25,22416.48,22416.48,22416.48,76100
"Nov 20 2017",22279.98,22410.24,22215.07,22261.76,22261.76,71700
"Nov 17 2017",22603.30,22757.40,22319.12,22396.80,22396.80,113700
"Nov 16 2017",21975.23,22392.13,21972.34,22351.12,22351.12,96600
"Nov 15 2017",22250.98,22305.24,22004.79,22028.32,22028.32,120600
"Nov 14 2017",22342.93,22532.30,22323.24,22380.01,22380.01,95900
"Nov 13 2017",22607.56,22607.92,22380.99,22380.99,22380.99,80700
"Nov 10 2017",22580.70,22724.39,22511.93,22681.42,22681.42,106600
"Nov 09 2017",22989.44,23382.15,22522.83,22868.71,22868.71,160400
"Nov 08 2017",22849.91,22922.80,22759.07,22913.82,22913.82,100200
"Nov 07 2017",22518.75,22953.18,22512.91,22937.60,22937.60,107800
"Nov 06 2017",22612.96,22644.68,22435.34,22548.35,22548.35,111900
"Nov 03 2017",22512.18,22540.25,22400.01,22539.12,22539.12,-
"Nov 02 2017",22512.18,22540.25,22400.01,22539.12,22539.12,105700
"Nov 01 2017",22144.92,22455.92,22130.03,22420.08,22420.08,112600
"Oct 31 2017",21897.29,22020.38,21840.07,22011.61,22011.61,102400
"Oct 30 2017",22047.95,22086.88,21921.24,22011.67,22011.67,135600
"Oct 27 2017",21903.27,22016.50,21815.72,22008.45,22008.45,120400
"Oct 26 2017",21698.95,21793.62,21688.56,21739.78,21739.78,82600
"Oct 25 2017",21900.13,21921.36,21648.35,21707.62,21707.62,122000
"Oct 24 2017",21670.00,21805.17,21646.52,21805.17,21805.17,88200
"Oct 23 2017",21709.30,21723.60,21614.51,21696.65,21696.65,87400
"Oct 20 2017",21390.95,21489.26,21363.10,21457.64,21457.64,85700
"Oct 19 2017",21450.04,21503.85,21381.52,21448.52,21448.52,84600
"Oct 18 2017",21374.66,21402.76,21317.67,21363.05,21363.05,72700
"Oct 17 2017",21352.17,21393.96,21230.67,21336.12,21336.12,92400
"Oct 16 2017",21221.27,21347.07,21187.93,21255.56,21255.56,102300
"Oct 13 2017",20959.66,21211.29,20933.00,21155.18,21155.18,110500
"Oct 12 2017",20958.18,20994.40,20917.04,20954.72,20954.72,80400
"Oct 11 2017",20803.71,20898.41,20788.12,20881.27,20881.27,80200
"Oct 10 2017",20680.54,20823.66,20663.08,20823.51,20823.51,78300
"Oct 09 2017",,,,,,
"Oct 06 2017",20716.85,20721.15,20659.15,20690.71,20690.71,75900
"Oct 05 2017",20650.71,20667.47,20602.26,20628.56,20628.56,57300
"Oct 04 2017",20660.81,20689.08,20592.18,20626.66,20626.66,73500
"Oct 03 2017",20475.25,20628.38,20438.17,20614.07,20614.07,72800
"Oct 02 2017",20400.51,20411.33,20363.28,20400.78,20400.78,67600
"Sep 29 2017",20315.34,20370.33,20285.06,20356.28,20356.28,85100
"Sep 28 2017",20398.63,20399.87,20299.68,20363.11,20363.11,84000
"Sep 27 2017",20269.82,20278.09,20213.66,20267.05,20267.05,63600
"Sep 26 2017",20349.26,20385.50,20303.98,20330.19,20330.19,95000
"Sep 25 2017",20439.43,20454.29,20367.03,20397.58,20397.58,82800
"Sep 22 2017",20413.61,20417.07,20249.24,20296.45,20296.45,95400
"Sep 21 2017",20456.50,20481.27,20332.69,20347.48,20347.48,115900
"Sep 20 2017",20301.33,20339.37,20272.82,20310.46,20310.46,100400
"Sep 19 2017",20128.18,20320.78,20122.00,20299.38,20299.38,120900
"Sep 18 2017",,,,,,
"Sep 15 2017",19793.80,19933.40,19787.65,19909.50,19909.50,111900
"Sep 14 2017",19860.37,19918.39,19793.85,19807.44,19807.44,93700
"Sep 13 2017",19873.69,19888.84,19845.02,19865.82,19865.82,84500
"Sep 12 2017",19736.14,19792.06,19718.80,19776.62,19776.62,89900
"Sep 11 2017",19441.39,19567.03,19437.14,19545.77,19545.77,78700
"Sep 08 2017",19297.96,19357.49,19239.52,19274.82,19274.82,106600
"Sep 07 2017",19433.44,19482.72,19365.75,19396.52,19396.52,81900
"Sep 06 2017",19286.06,19371.38,19254.67,19357.97,19357.97,88500
"Sep 05 2017",19533.38,19542.78,19354.59,19385.81,19385.81,77600
"Sep 04 2017",19615.96,19628.40,19479.40,19508.25,19508.25,71700
"Sep 01 2017",19733.57,19735.96,19620.07,19691.47,19691.47,79400
"Aug 31 2017",19591.32,19687.99,19583.11,19646.24,19646.24,97900
"Aug 30 2017",19480.98,19538.23,19435.10,19506.54,19506.54,91800
"Aug 29 2017",19319.11,19371.90,19280.02,19362.55,19362.55,75000
"Aug 28 2017",19502.23,19535.50,19420.50,19449.90,19449.90,69500
"Aug 25 2017",19401.12,19485.97,19384.37,19452.61,19452.61,70700
"Aug 24 2017",19366.36,19428.55,19351.92,19353.77,19353.77,75400
"Aug 23 2017",19547.05,19561.32,19408.47,19434.64,19434.64,78500
"Aug 22 2017",19373.11,19437.25,19361.95,19383.84,19383.84,70500
"Aug 21 2017",19509.53,19509.53,19365.65,19393.13,19393.13,75300
"Aug 18 2017",19471.27,19543.13,19433.09,19470.41,19470.41,95700
"Aug 17 2017",19707.75,19739.04,19679.37,19702.63,19702.63,71900
"Aug 16 2017",19750.55,19776.86,19719.08,19729.28,19729.28,69400
"Aug 15 2017",19689.38,19824.12,19656.91,19753.31,19753.31,90300
"Aug 14 2017",19545.58,19598.41,19486.48,19537.10,19537.10,108300
"Aug 11 2017",,,,,,
"Aug 10 2017",19792.45,19829.88,19685.83,19729.74,19729.74,104200
"Aug 09 2017",19928.96,19945.28,19660.22,19738.71,19738.71,104400
"Aug 08 2017",20062.65,20076.80,19970.57,19996.01,19996.01,80400
"Aug 07 2017",20059.29,20085.90,20037.40,20055.89,20055.89,75300
"Aug 04 2017",19949.79,19984.51,19933.59,19952.33,19952.33,76500
"Aug 03 2017",20066.00,20070.16,19985.40,20029.26,20029.26,89300
"Aug 02 2017",20057.07,20113.73,20022.05,20080.04,20080.04,95600
"Aug 01 2017",19907.08,20000.46,19904.72,19985.79,19985.79,110100
"Jul 31 2017",19933.45,19983.90,19891.90,19925.18,19925.18,140300
"Jul 28 2017",20048.46,20056.16,19926.60,19959.84,19959.84,108500
"Jul 27 2017",20026.58,20176.39,20005.20,20079.64,20079.64,89900
"Jul 26 2017",20098.14,20116.00,20016.58,20050.16,20050.16,85500
"Jul 25 2017",19979.56,20036.31,19941.61,19955.20,19955.20,70100
"Jul 24 2017",19973.67,20002.54,19901.88,19975.67,19975.67,81300
"Jul 21 2017",20089.86,20135.33,20081.91,20099.75,20099.75,78700
"Jul 20 2017",20046.90,20157.11,20032.23,20144.59,20144.59,80800
"Jul 19 2017",19970.78,20032.46,19947.26,20020.86,20020.86,81200
"Jul 18 2017",20074.41,20081.29,19943.14,19999.91,19999.91,93400
"Jul 17 2017",,,,,,
"Jul 14 2017",20157.92,20163.67,20101.71,20118.86,20118.86,83100
"Jul 13 2017",20177.28,20183.80,20062.27,20099.81,20099.81,90500
"Jul 12 2017",20137.22,20153.04,20061.16,20098.38,20098.38,81400
"Jul 11 2017",20073.86,20200.88,20070.67,20195.48,20195.48,77300
"Jul 10 2017",20070.44,20127.76,20023.03,20080.98,20080.98,85700
"Jul 07 2017",19856.65,19979.93,19856.65,19929.09,19929.09,91900
"Jul 06 2017",20061.68,20078.88,19947.63,19994.06,19994.06,92700
"Jul 05 2017",20015.07,20087.01,19888.90,20081.63,20081.63,94600
"Jul 04 2017",20192.27,20197.16,19971.53,20032.35,20032.35,100300
"Jul 03 2017",20056.32,20096.14,20030.61,20055.80,20055.80,83400
"Jun 30 2017",20025.63,20044.01,19946.51,20033.43,20033.43,116600
"Jun 29 2017",20260.87,20266.59,20197.38,20220.30,20220.30,118800
"Jun 28 2017",20149.20,20224.30,20110.49,20130.41,20130.41,115500
"Jun 27 2017",20229.12,20250.10,20185.19,20225.09,20225.09,90300
"Jun 26 2017",20132.81,20196.38,20119.04,20153.35,20153.35,77000
"Jun 23 2017",20152.58,20152.58,20089.54,20132.67,20132.67,80500
"Jun 22 2017",20154.38,20191.42,20107.89,20110.51,20110.51,84600
"Jun 21 2017",20192.16,20215.11,20117.79,20138.79,20138.79,94900
"Jun 20 2017",20234.12,20318.11,20227.29,20230.41,20230.41,99300
"Jun 19 2017",19974.30,20087.71,19949.88,20067.75,20067.75,79700
"Jun 16 2017",19931.15,20015.16,19884.80,19943.26,19943.26,135300
"Jun 15 2017",19815.54,19963.36,19755.34,19831.82,19831.82,107000
"Jun 14 2017",19974.56,20009.93,19879.60,19883.52,19883.52,92900
"Jun 13 2017",19859.81,19929.03,19850.86,19898.75,19898.75,97200
"Jun 12 2017",19920.77,19949.07,19837.64,19908.58,19908.58,112100
"Jun 09 2017",19953.06,20096.01,19927.07,20013.26,20013.26,145300
"Jun 08 2017",20048.28,20061.22,19896.35,19909.26,19909.26,125300
"Jun 07 2017",19951.68,20023.24,19908.07,19984.62,19984.62,99200
"Jun 06 2017",20122.26,20152.95,19948.02,19979.90,19979.90,102000
"Jun 05 2017",20135.42,20224.54,20104.13,20170.82,20170.82,99100
"Jun 02 2017",19970.23,20239.81,19967.00,20177.28,20177.28,150400
"Jun 01 2017",19692.16,19887.66,19686.32,19860.03,19860.03,103500
"May 31 2017",19630.33,19673.51,19589.25,19650.57,19650.57,125100
"May 30 2017",19681.11,19691.44,19570.13,19677.85,19677.85,72600
"May 29 2017",19697.18,19736.62,19627.19,19682.57,19682.57,67300
"May 26 2017",19798.49,19801.59,19686.49,19686.84,19686.84,84500
"May 25 2017",19737.21,19850.93,19720.12,19813.13,19813.13,95100
"May 24 2017",19777.56,19782.81,19690.10,19742.98,19742.98,101300
"May 23 2017",19647.74,19693.02,19585.54,19613.28,19613.28,83400
"May 22 2017",19670.48,19722.93,19618.73,19678.28,19678.28,78500
"May 19 2017",19591.41,19628.64,19497.29,19590.76,19590.76,115600
"May 18 2017",19556.99,19601.53,19449.73,19553.86,19553.86,135700
"May 17 2017",19806.78,19842.78,19764.63,19814.88,19814.88,118100
"May 16 2017",19953.06,19998.49,19862.41,19919.82,19919.82,131100
"May 15 2017",19753.46,19869.85,19740.63,19869.85,19869.85,128300
"May 12 2017",19941.64,19941.64,19809.91,19883.90,19883.90,136800
"May 11 2017",19943.95,19989.94,19906.35,19961.55,19961.55,136400
"May 10 2017",19890.56,19938.53,19866.30,19900.09,19900.09,129000
"May 09 2017",19915.64,19917.45,19838.71,19843.00,19843.00,123500
"May 08 2017",19709.01,19929.48,19705.13,19895.70,19895.70,148700
"May 02 2017",19335.72,19464.30,19335.02,19445.70,19445.70,112700
"May 01 2017",19154.03,19311.21,19144.62,19310.52,19310.52,106500
"Apr 28 2017",19240.65,19264.57,19164.68,19196.74,19196.74,117800
"Apr 27 2017",19205.59,19281.70,19199.59,19251.87,19251.87,116700
"Apr 26 2017",19184.92,19289.43,19170.86,19289.43,19289.43,129400
"Apr 25 2017",18872.56,19109.76,18867.19,19079.33,19079.33,118000
"Apr 24 2017",18890.38,18910.33,18840.13,18875.88,18875.88,98100
"Apr 21 2017",18591.82,18648.28,18542.42,18620.75,18620.75,113200
"Apr 20 2017",18446.39,18523.40,18420.82,18430.49,18430.49,116900
"Apr 19 2017",18327.33,18467.73,18327.33,18432.20,18432.20,120800
"Apr 18 2017",18497.38,18547.46,18362.73,18418.59,18418.59,93300
"Apr 17 2017",18239.84,18361.44,18224.68,18355.26,18355.26,
"Apr 14 2017",18531.91,18531.91,18285.73,18335.63,18335.63,
"Apr 13 2017",18391.72,18455.25,18304.72,18426.84,18426.84,123700
"Apr 12 2017",18592.10,18602.50,18460.59,18552.61,18552.61,116300
"Apr 11 2017",18717.55,18767.70,18661.86,18747.87,18747.87,105100
"Apr 10 2017",18800.22,18850.80,18762.70,18797.88,18797.88,111300
"Apr 07 2017",18714.98,18785.73,18517.43,18664.63,18664.63,161600
"Apr 06 2017",18754.37,18797.44,18532.65,18597.06,18597.06,133600
"Apr 05 2017",18900.70,18941.94,18773.94,18861.27,18861.27,121600
"Apr 04 2017",18933.82,18947.33,18703.63,18810.25,18810.25,146900
"Apr 03 2017",18988.00,19068.62,18920.52,18983.23,18983.23,134200
"Mar 31 2017",19170.42,19210.92,18909.26,18909.26,18909.26,149200
"Mar 30 2017",19150.82,19218.08,19043.48,19063.22,19063.22,124500
"Mar 29 2017",19216.78,19251.30,19164.61,19217.48,19217.48,115100
"Mar 28 2017",19159.07,19203.64,19113.44,19202.87,19202.87,122300
"Mar 27 2017",18985.59,18985.59,18985.59,18985.59,18985.59,120800
"Mar 24 2017",19066.35,19296.05,19060.64,19262.53,19262.53,127700
"Mar 23 2017",19048.84,19105.11,18973.75,19085.31,19085.31,121000
"Mar 22 2017",19146.62,19183.27,19026.53,19041.38,19041.38,136600
"Mar 21 2017",19416.55,19485.14,19337.22,19455.88,19455.88,101700
"Mar 17 2017",19510.89,19547.51,19487.92,19521.59,19521.59,137100
"Mar 16 2017",19458.70,19618.99,19454.17,19590.14,19590.14,122500
"Mar 15 2017",19528.75,19581.53,19503.74,19577.38,19577.38,115700
"Mar 14 2017",19634.29,19637.55,19599.62,19609.50,19609.50,123300
"Mar 13 2017",19545.74,19656.48,19531.51,19633.75,19633.75,92600
"Mar 10 2017",19444.71,19623.72,19427.81,19604.61,19604.61,155300
"Mar 09 2017",19343.06,19350.20,19262.98,19318.58,19318.58,101100
"Mar 08 2017",19308.53,19326.40,19198.78,19254.03,19254.03,103200
"Mar 07 2017",19337.19,19375.09,19317.10,19344.15,19344.15,98800
"Mar 06 2017",19409.18,19411.54,19340.32,19379.14,19379.14,88000
"Mar 03 2017",19551.34,19587.79,19392.75,19469.17,19469.17,111000
"Mar 02 2017",19624.82,19668.01,19564.80,19564.80,19564.80,146200
"Mar 01 2017",19226.94,19414.55,19164.62,19393.54,19393.54,132300
"Feb 28 2017",19194.68,19267.99,19118.99,19118.99,19118.99,132900
"Feb 27 2017",19130.51,19178.99,18995.55,19107.47,19107.47,124200
"Feb 24 2017",19232.11,19381.10,19219.58,19283.54,19283.54,148900
"Feb 23 2017",19379.92,19379.92,19262.63,19371.46,19371.46,140800
"Feb 22 2017",19419.22,19419.22,19329.28,19379.87,19379.87,156700
"Feb 21 2017",19267.87,19395.35,19261.98,19381.44,19381.44,100700
"Feb 20 2017",19161.33,19274.75,19115.11,19251.08,19251.08,98900
"Feb 17 2017",19228.74,19275.39,19173.53,19234.62,19234.62,143600
"Feb 16 2017",19431.61,19431.61,19260.24,19347.53,19347.53,137800
"Feb 15 2017",19438.81,19495.62,19420.00,19437.98,19437.98,142800
"Feb 14 2017",19478.86,19501.01,19232.85,19238.98,19238.98,142800
"Feb 13 2017",19513.78,19519.44,19418.18,19459.15,19459.15,117900
"Feb 10 2017",19216.74,19395.99,19193.57,19378.93,19378.93,149400
"Feb 09 2017",18942.04,18991.23,18874.91,18907.67,18907.67,130500
"Feb 08 2017",18951.16,19009.24,18875.57,19007.60,19007.60,102900
"Feb 07 2017",18844.12,18970.58,18805.32,18910.78,18910.78,106100
"Feb 06 2017",19069.72,19075.57,18899.40,18976.71,18976.71,120500
"Feb 03 2017",18996.74,19061.26,18830.89,18918.20,18918.20,140900
"Feb 02 2017",19152.79,19170.63,18866.80,18914.58,18914.58,136500
"Feb 01 2017",18926.97,19155.79,18916.18,19148.08,19148.08,131500
"Jan 31 2017",19145.35,19199.75,19041.34,19041.34,19041.34,133900
"Jan 30 2017",19371.28,19390.97,19295.80,19368.85,19368.85,97800
"Jan 27 2017",19453.51,19486.68,19404.13,19467.40,19467.40,134600
"Jan 26 2017",19260.67,19405.23,19232.46,19402.39,19402.39,145200
"Jan 25 2017",19091.23,19133.18,18987.45,19057.50,19057.50,125400
"Jan 24 2017",18817.42,18915.70,18783.16,18787.99,18787.99,131500
"Jan 23 2017",18938.45,19024.21,18879.68,18891.03,18891.03,124800
"Jan 20 2017",19059.15,19176.86,19040.20,19137.91,19137.91,125800
"Jan 19 2017",19082.83,19122.39,18982.13,19072.25,19072.25,170600
"Jan 18 2017",18753.96,18941.24,18650.33,18894.37,18894.37,119100
"Jan 17 2017",19038.45,19043.91,18812.86,18813.53,18813.53,119100
"Jan 16 2017",19219.13,19255.41,19061.27,19095.24,19095.24,119100
"Jan 13 2017",19174.97,19299.36,19156.93,19287.28,19287.28,119100
"Jan 12 2017",19300.19,19300.19,19069.02,19134.70,19134.70,119100
"Jan 11 2017",19358.64,19402.17,19325.46,19364.67,19364.67,119100
"Jan 10 2017",19414.83,19484.90,19255.35,19301.44,19301.44,119100
"Jan 06 2017",19393.55,19472.37,19354.44,19454.33,19454.33,119100
"Jan 05 2017",19602.10,19615.40,19473.28,19520.69,19520.69,134500
"Jan 04 2017",19298.68,19594.16,19277.93,19594.16,19594.16,163500
"Dec 30 2016",18997.68,19176.81,18991.59,19114.37,19114.37,117800
"Dec 29 2016",19301.04,19301.04,19092.22,19145.14,19145.14,163500
"Dec 28 2016",19392.11,19442.13,19364.73,19401.72,19401.72,77700
"Dec 27 2016",19353.43,19478.58,19352.06,19403.06,19403.06,110200
"Dec 26 2016",19394.41,19432.48,19385.94,19396.64,19396.64,85500
"Dec 22 2016",19396.85,19427.67,19327.51,19427.67,19427.67,113500
"Dec 21 2016",19547.28,19592.90,19375.19,19444.49,19444.49,130300
"Dec 20 2016",19367.84,19511.20,19356.81,19494.53,19494.53,119600
"Dec 19 2016",19345.84,19399.26,19307.14,19391.60,19391.60,106000
"Dec 16 2016",19438.39,19439.97,19360.36,19401.15,19401.15,148700
"Dec 15 2016",19327.70,19436.90,19192.60,19273.79,19273.79,154600
"Dec 14 2016",19270.01,19284.28,19184.75,19253.61,19253.61,133200
"Dec 13 2016",19120.76,19253.51,19060.72,19250.52,19250.52,147600
"Dec 12 2016",19183.82,19280.93,19054.00,19155.03,19155.03,200600
"Dec 09 2016",18839.98,19042.48,18821.41,18996.37,18996.37,212300
"Dec 08 2016",18674.19,18765.47,18614.01,18765.47,18765.47,187400
"Dec 07 2016",18434.54,18502.47,18410.88,18496.69,18496.69,151700
"Dec 06 2016",18457.20,18484.80,18318.99,18360.54,18360.54,158800
"Dec 05 2016",18349.92,18365.74,18227.39,18274.99,18274.99,134500
"Dec 02 2016",18435.55,18469.68,18315.38,18426.08,18426.08,197200
"Dec 01 2016",18535.24,18746.28,18469.27,18513.12,18513.12,188000
"Nov 30 2016",18356.03,18370.31,18280.66,18308.48,18308.48,164700
"Nov 29 2016",18263.63,18327.51,18258.82,18307.04,18307.04,125600
"Nov 28 2016",18302.58,18374.93,18222.82,18356.89,18356.89,145000
"Nov 25 2016",18387.59,18482.94,18288.50,18381.22,18381.22,164900
"Nov 24 2016",18329.78,18382.72,18310.31,18333.41,18333.41,149400
"Nov 22 2016",18091.05,18175.63,18050.55,18162.94,18162.94,121900
"Nov 21 2016",18038.09,18129.03,18007.79,18106.02,18106.02,135700
"Nov 18 2016",18024.21,18043.72,17967.41,17967.41,17967.41,166800
"Nov 17 2016",17766.61,17884.06,17764.08,17862.63,17862.63,161100
"Nov 16 2016",17832.51,17886.44,17807.47,17862.21,17862.21,200300
"Nov 15 2016",17690.22,17727.58,17605.77,17668.15,17668.15,173200
"Nov 14 2016",17467.49,17697.33,17455.78,17672.62,17672.62,165300
"Nov 11 2016",17526.61,17621.73,17333.49,17374.79,17374.79,249300
"Nov 10 2016",16562.86,17393.82,16560.66,17344.42,17344.42,229400
"Nov 09 2016",17281.95,17427.71,16111.81,16251.54,16251.54,274900
"Nov 08 2016",17242.70,17247.04,17130.83,17171.38,17171.38,103100
"Nov 07 2016",17126.03,17186.89,17056.84,17177.21,17177.21,113000
"Nov 04 2016",16964.50,16996.09,16801.98,16905.36,16905.36,134800
"Nov 02 2016",17238.00,17283.60,17080.59,17134.68,17134.68,135200
"Nov 01 2016",17380.54,17473.12,17339.64,17442.40,17442.40,123000
"Oct 31 2016",17360.89,17433.13,17327.62,17425.02,17425.02,157200
"Oct 28 2016",17448.25,17461.03,17406.72,17446.41,17446.41,167900
"Oct 27 2016",17346.39,17414.21,17278.12,17336.42,17336.42,107600
